"ref_id","reference"
"Ref0454","anonymous 1947: Klobouky /p.o. Hustopeče/. Excavation report č.j. 1029/47. Institute of Archaeology of the CAS Brno."
"Ref0455","anonymous 1957: Hluboké Mašůvky okr. Znojmo. Excavation report č.j. 2703/57. Institute of Archaeology of the CAS Brno."
"Ref0456","anonymous 1958: Klentnice /okr. Mikulov/. Excavation report č.j. 2004/58. Institute of Archaeology of the CAS Brno."
"Ref0457","anonymous 1959: Marefy, okr. Bučovice. Excavation report č.j. 1893/59. Institute of Archaeology of the CAS Brno."
"Ref0458","anonymous 1961: Jamolice. Excavation report č.j. 981/61. Institute of Archaeology of the CAS Brno."
"Ref0459","Anonymous, undated: 105_60ns.pdf. Report deposited at Institute of Archaeology of the SAS Nitra."
"Ref0460","Anonymous, undated: 1320_62ns.pdf and 177_60ns.pdf Reports deposited at Institute of Archaeology of the SAS Nitra."
"Ref0461","Anonymous, undated: 16791_09ns.pdf and 16229_07ns.pdf. Reports deposited at Institute of Archaeology of the SAS Nitra."
"Ref0462","Anonymous, undated: 188_57ns.pdf. Report deposited at Institute of Archaeology of the SAS Nitra."
"Ref0463","Anonymous, undated: 18926_15ns.pdf. Report deposited at Institute of Archaeology of the SAS Nitra."
"Ref0464","Archeologický ústav AVČR, Praha, v. v. i."
"Ref0465","Archive of M. Zápotocká, Institute of Archaeology of the CAS in Prague, Kutná Hora"
"Ref0466","Archive of M. Zápotocká, Institute of Archaeology of the CAS, Prague. Detached workplace in Kutná Hora"
"Ref0467","Archive of M. Zápotocká, Institute of Archaeology of the CAS, Prague. Detached workplace in Kutná Hora."
"Ref0468","Artefacts in Muzeum Vyškovska. Inventory numbers from 7986 to 7989"
"Ref0469","B0128"
"Ref0470","B0129"
"Ref0471","B0130"
"Ref0472","Bachner, M. 2006: Die Grabungen auf der Trasse der Ortsumfahrung Eichenbrunn, Niederösterreich. Fundberichte aus Österreich 45, 562-569."
"Ref0473","Bálek, M. 1987: Miroslav. Excavation report č.j. 1222/87. Institute of Archaeology of the CAS Brno."
"Ref0474","Bálek, M. 1990: Tvořihráz. Excavation report č.j. 1336/90. Institute of Archaeology of the CAS Brno."
"Ref0475","Bálek, M. 2000: Výsledky leteckého snímkování na Moravě v letech 1998-1999. Přehled výzkumů 41 (1999), 199-207."
"Ref0476","Bálek, M. 2002: Moravský Krumlov 2001. Excavation report 19/02. Ústav archeologické památkové péče Brno."
"Ref0477","Bálek, M. 2002: Neolitické sídliště u Popůvek, okr. Brno-venkov. In: I. Cheben, I. Kuzma (eds.) Otázky neolitu a eneolitu našich krajín – 2001, Nitra, 21-34"
"Ref0478","Bálek, M., Berkovec, T., Kos, P., Lečbych, M., Matějíčková, A., Parma, D., Přichystal, M., Šmíd, M. 2003: Předběžné výsledky první etapy záchranného archeologického výzkumu v trase dálnice D1 Vyškov – Mořice. Přehled výzkumů 44, 137-150"
"Ref0479","Bálek, M., Čižmář, M., Šedo, O. 1993: Zjišťovací výzkum u Kovalovic (okr. Brno-venkov). Přehled výzkumů 1990, 111-112."
"Ref0480","Bálek, M., Koštuřík, P. 1996: Rettungsgrabung zwischen den Gemeinden Prosiměřice und Kyjovice (Bez. Znojmo). Přehled výzkumů 1992, 92."
"Ref0481","Bálek, M., Koštuřík, P. 1998: Nové neolitické a eneolitické nálezy z Popůvek, okr. Brno-venkov. In: Kouřil, P., Nekuda, R., Unger, J. (eds.): Ve službách archeologie (I). Sborník k 60. narozeninám RNDr. Vladimíra Haška, DrSc. Archeologický ústav AV ČR Brno, Brno, 13-21."
"Ref0482","Bálek, M., Rakovský, I. 1990: Přikop lidu s moravskou malovanou keramikou v Němčičkách. Pravěké a slovanské osídlení Moravy. Sborník příspěvků k osmdesátým narozeninám akademika Josefa Poulíka. Brno, 38-50."
"Ref0483","Baloun, L. 2012: Nové doklady neolitického e eneolitického osídlení v Přemyšlení, okr. Praha-východ. Archeologie ve středních Čechách 16/2, 649-656."
"Ref0484","Bammer, F. 1959: Gaiselberg. Fundberichte aus Österreich 5, 25."
"Ref0485","Bartík, J. 2011: Police (okr. Třebíč). Přehled výzkumů 52-1, 172."
"Ref0486","Bartík, J. 2012: Lengyelské osídlení mikroregionu povodí řeky Želetavky. Nové poznatky o kultuře s moravskou malovanou keramikou na periferii jihozápadní Moravy. In: Peška, J. - Trampota, F. (eds.): Otázky neolitu a eneolitu 2011. Archeologické centrum Olomouc, Regionální muzeum v Mikulově. Mikulov – Olomouc, 11-23."
"Ref0487","Bartík, J. 2012a: Lengyelské osídlení mikroregionu povodí řeky Želetavky. Nové poznatky o kultuře s moravskou malovanou keramikou na periferii jihozápadní Moravy. In: Peška, J. - Trampota, F. (eds.): Otázky neolitu a eneolitu 2011. Archeologické centrum Olomouc, Regionální muzeum v Mikulově. Mikulov – Olomouc, 11-23."
"Ref0488","Bartík, J. 2013: Sídliště kultury s moravskou malovanou keramikou v trati „Široké"" u Jemnice (okr. Třebíč). Vlastivědný věstník moravský 3, 292-298."
"Ref0489","Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/"
"Ref0490","Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/Bartik_DP_final.pdf"
"Ref0491","Bartík, J. 2019: Sídliště lengyelské kultury v poloze Ostrožská Nová Ves – Koruny. Slovácko LX, 75-94."
"Ref0492","Bartík, J., Běhounková, L. 2013: Dosavadní výsledky a perspektivy povrchových prospekcí Smilova kopce u Kojatic (okr. Třebíč). In: Archeologické prospekce a nedestruktivní archeologie v Jihočeském kraji, kraji Vysočina, Jihomoravském kraji a v Dolním Rakousku. Sborník z konference, Jindřichův Hradec 6. 3. – 7. 3. 2013. Jindřichův Hradec, 17-26."
"Ref0493","Bartík, J., Běhounková, L., Kuča, M. 2014: Sídliště staršího stupně kultury s moravskou malovanou keramikou Březník – „Střední hon“. Přehled výzkumů 55-1, 25-46."
"Ref0494","Bartík, J., Chrástek, T. 2017: Ostrožská Nová Ves (okr. Uherské Hradiště). Přehled výzkumů 58-1, 165-166"
"Ref0495","Bartík, J., Chrástek, T. 2017: Vážany (k.ú. Vážany u Uherského Hradiště, okr. Uherské Hradiště). Přehled výzkumů 58-1, 177-178."
"Ref0496","Bartík, J., Fojtík, A., Popelka, M. 2018: Sídliště lengyelské kultury Šelešovice – „Pod rozdíly“. Acta Musealia Muzea jihovýchodní Moravy ve Zlíně a Muzea regionu Valašsko XVI, 8-31."
"Ref0497","Bartík, J., Hoch, A. 2015: Moravské Budějovice (okr. Třebíč). Přehled výzkumů 56-1, 152."
"Ref0498","Bartík, J., Škrdla, P., Novák, J. 2019: Mohelno-Plevovce v kontextu lokálního lengyelského osídlení a přírodního prostředí. Přehled výzkumů 60-1, 43-76."
"Ref0499","Bath-Bílková, B. 1969: Sídliště kultury s vypíchanou keramikou ve Kšelích, okr. Kolín. Archeologické rozhledy XXI, 673-678."
"Ref0500","Bauer, K., Ruttkay, E. 1974: Ein Hundeopfer der Lengyel-Kultur von Bernhardsthal, NÖ. Annalen des Naturhistorisches Museums Wien 78, 13-23."
"Ref0501","Bauer, R., Maurer, H. 1976: Oberthürnau. Fundberichte aus Österreich 15, 165-166."
"Ref0502","Bauer, R., Maurer, H. 1978: Oberthürnau. Fundberichte aus Österreich 17, 239-241."
"Ref0503","Bauer, R., Maurer, H. 1978b: Zissersdorf. Fundberichte aus Österreich 17, 251, 252."
"Ref0504","Bauer, R., Maurer, H. 1982: KG Oberthürnau. Fundberichte aus Österreich 21, 227."
"Ref0505","Bauer, R., Ruttkay, E. 1975: Unterthürnau. Fundberichte aus Österreich 14, 65-66."
"Ref0506","Bauer, R., Ruttkay, E. 1975: Wolfsbach. Fundberichte aus Österreich 14, 68-70."
"Ref0507","Baumgart, S. 2014: KG Palterndorf. Fundberichte aus Österreich 53, 218-219."
"Ref0508","Baumgart, S. 2014: KG Reinthal, MG Bernhardsthal. Fundberichte aus Österreich 53, 228."
"Ref0509","Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Brno: Okresní Muzeum Brno-venkov."
"Ref0510","Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
"Ref0511","Beninger, E. 1933: Poysdorf. Fundberichte aus Oesterreich 1, 178."
"Ref0512","Berkovec, T. 2002: Kuřim 1998-2002. Excavation report 239/02. Ústav archeologické památkové péče Brno."
"Ref0513","Berkovec, T. 2002: Velatice. Excavation report č.j. 295/02. Institute of Archaeology of the CAS Brno."
"Ref0514","Berkovec, T. 2003: Nemojany (okr. Vyškov). Přehled výzkumů 44, 209-210."
"Ref0515","Berkovec, T., Peška, J. 2005: Kroměříž (okr. Kroměříž). Přehled výzkumů 46, 233."
"Ref0516","Berkovec, T., Peška, J. 2006: Hulín (okr. Kroměříž). Přehled výzkumů 47, 127-128."
"Ref0517","Bernat, J., Chytráček, V. Čtverák, V., Vávra, M. 1999: Časný eneolit v okolí hradiště nad Závistí. Archeologie ve středních Čechách 3, 27-35."
"Ref0518","Bíško, R. 2018: Kuřim (okr. Brno-venkov). Přehled výzkumů 59-1, 128-129."
"Ref0519","Bíško, R., Tencer, T. 2017: Brno (k.ú. Líšeň, okr. Brno-město). Přehled výzkumů 28-1, 149."
"Ref0520","Bláha, R., Hejhal, P., Květina, P. 1999: Objekt vypíchané kultury a problematika získávání surovin štípané industrie, Zpravodaj Muzea v Hradci Králové 25, 77-81"
"Ref0521","Böhm, A. 1978: Siebenhirten. Fundberichte aus Österreich 17, 242."
"Ref0522","Böhm, J., Snětina, K. 1934-1935: Neolitické sídliště na »Vejštici« u Vážan. Památky archeologické IXC. 13-20."
"Ref0523","Böhmker, R. 1930: Grub.  Fundberichte aus Oesterreich 1, 7."
"Ref0524","Brachtl, Z. 1993: Terrainunterschungen der neolitischen Siedlung im Kataster von Police (Bez. Šumperk). Přehled výzkumů 1990, 71"
"Ref0525","Brožková, A. 2017: Sídliště kultury s vypíchanou keramikou v Černožicích (okr. Hradec Králové) v kontextu mladoneolitického osídlení labského pravobřeží. Manuscript of BA thesis. Univerzity of Pardubice. Pardubice. On-line: https://dk.upce.cz/bitstream/handle/10195/69144/Brozkova_Aneta.pdf?sequence=1&isAllowed=y"
"Ref0526","Burgert P. 2008: Stanice kultury s vypíchanou keramikou v Pardubicích „V úzkém“, Východočeský sborník historický 15, 3-37."
"Ref0527","Burgert, P. 2012: K vnitřní chronologii sídliště kultury s vypíchanou keramikou v Libišanech (okr. Pardubice). Archeologie východních Čech 4, 5-54"
"Ref0528","Burgert, P. 2013: Sídelní areál kultury s vypíchanou keramikou ve Starých Jesenčanech, okr. Pardubice. Archeologie východních Čech 5, 5-45."
"Ref0529","Burgert, P. 2016: Součkova cihelna v Plotištích nad Labem – zapomenutý pramen poznání kultury s vypíchanou keramikou ve východních Čechách. PRAEHISTORICA XXXIII/1-2, 97-115."
"Ref0530","Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia"
"Ref0531","Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
"Ref0532","Burgert, P., Beneš, Z., Kapustka, K. 2019: Zpracování bavorských deskovitých rohovců v neolitu na příkladu dílny ze sídliště kultury s vypíchanou keramikou v Chotýši u Českého Brodu. Památky archeologické CIX, 37-74."
"Ref0533","Burgert, P., Lanta, M. 2018: Výjimečný nález pravěkého obsidiánu v Libišanech u Pardubic. Archeologie ve středních Čechách, 825-840."
"Ref0534","Burgert, P., Vokolek, V., Řídký, J. 2016: Prostorová analýza a datace dvou ohrazení v sídelním areálu z mladšího neolitu v Plotištích nad Labem, okr. Hradec Králové. Archeologie ve středních Čechách 20/2, 925-933."
"Ref0535","Carneiro, Â. 2006: Die lengyelzeitliche Besiedlung von Mannersdorf an der March, Niederösterreich. Fundberichte aus Österreich 45, 99-161."
"Ref0536","CEANS - Centrálna evidencia archeologických nálezísk na Slovensku, on-line: http://geoportal.gov.sk/sk/map"
"Ref0537","Čerevková, A., Kuča, M., Petřík, J., Uhlířová, H. 2011: Neolitické sídliště v trati Rybníčky v Malhostovicích, místní část Nuzířov (okr. Brno-venkov). Acta musei moraviae, Scientiae sociales VIC, 37-60."
"Ref0538","Červinka, I. L. 1896: Archaeologické zprávy z okolí Uh. Hradiště. Časopis vlasteneckého muzejního spolku Olomouckého XIII, 10-15, 75, 77."
"Ref0539","Červinka, I. L. 1902: Morava za pravěku. Musejní spolek. Brno."
"Ref0540","Červinka, I. L. 1905: Zpráva o archeologických výzkumech za rok 1904. Časopis Moravského muzea V, 179-197."
"Ref0541","Červinka, I. L. 1933: Kyjovsko a Ždánsko v pravěku. Vlastivedný sborník Kyjovska a Ždánicka. Kyjov."
"Ref0542","Červinka, I.L. 1895: Archæologické zprávy z okolí Uherského Hradiště. Časopis vlasteneckého muzejního spolku Olomouckého XII, 146-149"
"Ref0543","Chleborád, M. 1914: Archeologické nálezy okresu bučovického v letech 1912 a 1913. Časopis Moravského muzea XIV, 272-282."
"Ref0544","Chleborád, M. 1947: Medlánky. Excavation report č.j. 1063/47. Institute of Archaeology of the CAS Brno."
"Ref0545","Chleborád, M. 1958: Excavation report č.j. 2329/37. Institute of Archaeology of the CAS Brno."
"Ref0546","Chleborád, M. 1960: Letošov, o. Vyškov. Excavation report č.j. 1753/69. Institute of Archaeology of the CAS Brno."
"Ref0547","Chlup. T., Burgert, P. 2018: Povrchová prospekce polohy Kobylnice na katastru Velimi a Klipce u Kolína. Archeologie ve středních Čechách 22/2, 841-849."
"Ref0548","Cibulka, D. 2019: Sídelní komponenty starší doby bronzové na katastrech obcí Lechovice a Práče. Magisterská diplomová práce. ÚAM FF MU."
"Ref0549","Čižmář 2004"
"Ref0550","Čižmář, I. 2011: Holešov(k.ú. Všetuly, okr. Kroměříž). Přehled výzkumů 52-1, 161."
"Ref0551","Čižmář, I. 2011: Zlín, (k.ú. Malenovice u Zlína, okr. Zlín). Přehled výzkumů 52-1, 175."
"Ref0552","Čižmář, I. 2014: Berměrov (okr. Kroměříž). Přehled výzkumů 55-1, 157."
"Ref0553","Čižmář, I. 2014: Jarohněvice (okr. Kroměříž). Přehled výzkumů 55-1, 161."
"Ref0554","Čižmář, I. 2015: Přísnotice (okr. Brno-venkov). Přehled výzkumů 56-1, 160."
"Ref0555","Čižmář, I. 2019: Trboušany (okr. Brno-venkov). Přehled výzkumů 60-1, 187."
"Ref0556","Čižmář, I. 2020: Brno (k.ú. Zábrdovice, okr. Brno-město). Přehled výzkumů 61-1, 145."
"Ref0557","Čižmář, I. 2020: Střelice (k.ú. Střelice u Brna, okr. Brno-venkov). Přehled výzkumů 61-1, 153-154."
"Ref0558","Čižmář, I., Hajnalová, M., Martínek, J., Parma, D., Popelka, M., Urban, E. 202?: Nová pravěká ohrazení na Vyškovsku. Výsledky využití digitálních výškopisných modelů a terénní prospekce v roce 2020. Pravěk NŘ 28,"
"Ref0559","Čižmář, M. 1993: Archeologické lokality na katastru obce Milovice (okres Břeclav). Jižní Morava 29, 149-157."
"Ref0560","Čižmář, M. 2004: Encyklopedie hradišť na Moravě a ve Slezsku. Brno: Libri."
"Ref0561","Čižmář, M. 2004: Encyklopedie hradišť na Moravě a ve Slezsku. Libri. Brno"
"Ref0562","Čižmář, M., Geisler, M., Himmelová, Z., Rakovský, I. 1982: Rettungsgrabungen der prähistorischen Abteilung im Raume des Baues des mitteleren und unteren Steusees des Wasserwerkes Nové Mlýny im Jahre 1980 (bez. Břeclav). Přehled výzkumů 1980, 59-60."
"Ref0563","Čižmář, M., Geisler, M., Himmelová, Z., Rakovský, I. 1988: Velešovice. Excavation report č.j. 666/88. Institute of Archaeology of the CAS Brno."
"Ref0564","Čižmář, M., Geisler, M., Rakovský, I. 1984: Holubice IV. Excavation report č.j. 1513/84. Institute of Archaeology of the CAS Brno."
"Ref0565","Čižmář, M., Geislerová, K., Rakovský, I. 1983: Tvarožná III. Excavation report č.j. 193/83. Institute of Archaeology of the CAS Brno."
"Ref0566","Čižmář, Oliva 2001"
"Ref0567","Čižmář, Z. 1996: Kuřim - „Pod Toskou“. Excavation report 1/96. Ústav archeologické památkové péče Brno."
"Ref0568","Čižmář, Z. 1999: Určice (okr. Prostějov). Přehled výzkumů 40 (1997-1998), 201-202"
"Ref0569","Čižmář, Z. 2000: Určice (okr. Prostějov). Přehled výzkumů 41 (1999), 104-105"
"Ref0570","Čižmář, Z. 2001: Podmolí (okr. Znojmo). Přehled výzkumů 42/2000, 155"
"Ref0571","Čižmář, Z. 2002: Vevčice (okr. Znojmo). Přehled výzkumů 43/2001, 188."
"Ref0572","Čižmář, Z. 2002: Znojmo (okr. Znojmo). Přehled výzkumů 43/2001, 175-176."
"Ref0573","Čižmář, Z. 2002a: Černín (okr. Znojmo). Přehled výzkumů 43/2001, 179."
"Ref0574","Čižmář, Z. 2003: Hodonice 2003. Excavation report 59/03, Ústav archeologické památkové péče Brno, v.v.i."
"Ref0575","Čižmář, Z. 2004: Nová pravěká sídliště z katastru Znojma-Hradiště (příspěvek k poznání pravěkého osídlení severovýchodního okraje Národního parku Podyjí). Thayensia, 91-111."
"Ref0576","Čižmář, Z. 2004: Tulešice (okr. Znojmo). Přehled výzkumů 46, 228."
"Ref0577","Čižmář, Z. 2005: Miroslav 2004. Excavation report 38/05. Ústav archeologické památkové péče Brno."
"Ref0578","Čižmář, Z. 2005: Rešice 2004. Excavation report 27/05. Ústav archeologické památkové péče Brno."
"Ref0579","Čižmář, Z. 2005: Vémyslice (okr. Znojmo). Přehled výzkumů 46, 228-229."
"Ref0580","Čižmář, Z. 2008: Hluboké Mašůvky-Nivky (okr. Znojmo). In Čižmář, Z. (ed.): Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 112-125."
"Ref0581","Čižmář, Z. 2008: Mašovice - „Pšeničné“ (okr. Znojmo). In Čižmář, Z. (ed.): Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 126-143."
"Ref0582","Čižmář, Z. Oliva, M. 2001: K ekonomii surovin štípané industrie lidu s vypíchanou keramikou na Moravě. In: Otázky neolitu a eneolitu našich zemí. Sborník referátů z 18. pracovního setkání badatelů pro výzkum neolitu a eneolitu Čech, Moravy a Slovenska. Mostkovice 14. - 17. září 1999. Pravěk Supplementum 8, 97-130."
"Ref0583","Čižmář, Z., Hájek, Z. 2008: Znojmo-Novosady (ul. Jarošova). In Čižmář, Z. (ed.): Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 12-23."
"Ref0584","Čižmářová, J. 1979: Brněnské Ivanovice. Excavation report, č.j. 217/79. Institute of Archaeology of the CAS Brno."
"Ref0585","Čižmářová, J., Rakovský, I. 1988: Sídliště lidu s moravskou malovanou keramikou v Brně-Bystrci. Archeologické rozhledy XL, 481-508."
"Ref0586","Collections of Moravian Museum"
"Ref0587","Collections of Moravian Museum, unpublished"
"Ref0588","Collections of Regional Museum in Mikulov, unpublished"
"Ref0589","Collections of the Masaryk Museum in Hodonín and Moravian Museum."
"Ref0590","Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469"
"Ref0591","Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
"Ref0592","Čtverák, V. 1997: Poříčany, okr. Nymburk. Struktura pravěkého až raně středověkého osídlení. Archeologie ve středních Čechách 1, 7-33."
"Ref0593","Čtverák, V., Rulf. J. 1989: Nálezy horizontu jordanovské kultury z Třebestovic, okr. Nymburk. Památky archeologické LXXX, 5-29"
"Ref0594","Daňhel, M. 2010: Hulín (k.ú. Hulín, Pravčice, okr. Kroměříž). Přehled výzkumů 51, 312-313."
"Ref0595","Daňhel, M. 2010: Pravčice (okr. Kroměříž). Přehled výzkumů 50, 257, 274-275."
"Ref0596","Daňhel, M. 2012: Prusinovice (okr. Kroměříž). Přehled výzkumů 53-1, 152-153."
"Ref0597","Daňhel, M. 2014: Archeologické lokality a nálezy z katastru Úsova. Střední Morava 37, 49–69."
"Ref0598","Daňhel, M. 2014: Cetechovice (okr. Kroměříž). Přehled výzkumů 55-1, 159."
"Ref0599","Daňhel, M. 2014: Zdounky (k.ú. Divoky, okr. Kroměříž). Přehled výzkumů 55-1, 176."
"Ref0600","Daňhel, M. 2015: Holešov (k.ú. Količín, okr. Kroměříž). Přehled výzkumů 56-1, 166."
"Ref0601","Daňhel, M., Kalábek, M. 2012: Uničov (okr. Olomouc). Přehled výzkumů 54-1, 157."
"Ref0602","Davidová, T., Fleková, K. 2014: Příspěvek k poznání neolitického osídlení. Praehistorica XXXII/1, 17-67."
"Ref0603","Dehnerová, H. 2010: Olomouc (k.ú. Olomouc-město, okr. Olomouc). Přehled výzkumů 50, 271."
"Ref0604","Dehnerová, H. 2015: Olomouc (k.ú. Povel, okr. Olomouc). Přehled výzkumů 57-1, 168-170."
"Ref0605","Dehnerová, H., Večeřa, P. 2011: Olomouc (k.ú. Povel, okr. Olomouc). Přehled výzkumů 52-1, 169"
"Ref0606","Dehnerová, H., Večeřa, P. 2014: Olomouc (k.ú. Olomouc-město, okr. Olomouc). Přehled výzkumů 55-1, 183-184."
"Ref0607","Diviš, J. 1999: Sušice (okr. Přerov). Přehled výzkumů 39 (1995–1996), 304–306."
"Ref0608","DN-1018"
"Ref0609","DN-1032"
"Ref0610","Dobeš, M. 2014: Objekt kultury nálevkovitých pohárů z areálu bohnické psychiatrické léčebny. Archeologia Pragensia 22, 444-449."
"Ref0611","Dobeš, M. 2016: Časně eneolitická výšinná lokalita na Okrouhlíku v Praze-Libni. Archeologia Pragensia 23, 15-31."
"Ref0612","Dobeš, M., Beneš, Z. 2018: Nový nález michelsbersko-baalberského horizontu ze středních Čech (39. stol. BC): hrob (?) z Chotýše, okr. Kolín. Archeologie ve středních Čechách 22/1, 109–119"
"Ref0613","Dobeš, M., Kostka, M. 2008: Další sídliště raného a starého eneolitu v Praze-Ďáblicích. Archeologie ve středních Čechách 12/1, 71-106"
"Ref0614","Dobeš, M., Kostka, M. 2009: Dodatek k pramenům raného eneolitu z intravilánu Prahy-Ďáblic. Archeologie ve středních Čechách 13/1, 161-166."
"Ref0615","Dobeš, M., Kostka, M., Stolz, D. 2010: K periodizaci mladších nálevkovitých pohárů: sídliště v okolí Řepné ulice v Praze-Ďáblicích. Archeologie středních Čech 14/2, 605-642."
"Ref0616","Dobeš, M., Stránská, P., Křivánek, R., Limburský, P. 2016: Časně eneolitické ohrazení ve Vliněvsi. Příspěvek k povaze kontaktu mezi jordanovskou a michelsberskou kulturou v Čechách. Památky archeologické CVII, 51-115."
"Ref0617","Dohnal, V. 1977: Pravěk Velkobystřicka. In: Velká Bystřice, minulost a současnost. Ostrava, 11-22"
"Ref0618","Doležel, J. 1985: Pravěké a raně středověké osídlení Tišnovska - předběžné výsledky povrchového průzkumu v letech 1979-1983 (okr. Blansko, Brno – venkov). Přehled výzkumů 1983, 85-89."
"Ref0619","Doležel, J. 2012: Kultura nálevkovitých pohárů ve východních Čechách. Magisterská diplomová práce, KA FF UHK, Hradec Králové."
"Ref0620","Doležel, J. 2012: Kultura nálevkovitých pohárů ve východních Čechách. Manuscript of MA thesis, University of Hradec Králové. Hradec Králové"
"Ref0621","Doležel, J. 2012: Kultura nálevkovitých pohárů ve východních Čechách. Manuscript of MA thesis, University of Hradec Králové. Hradec Králové."
"Ref0622","Dostál, B. 1958: Pravěké sídliště u Strachotic. Podyjí, 7-10."
"Ref0623","Dostál, B. 1963: Pravěké nálezy z Horních Dunajovic. Sborník prací Filosofické fakulty brněnské university E 8, 5-14"
"Ref0624","Drahošová, V. 1986: Neolitické osídlenie v Radošovciach-Vieske. Archeologické výskumy a nálezy na Slovensku v roku 1985, 74-76"
"Ref0625","Drahošová, V. 1988: Druhá sezóna výskumu v Radošovciach-Vieske. Archeologické výskumy a nálezy na Slovensku v roku 1987, 42-43."
"Ref0626","Drahošová, V. 1988: Lengyelské sídlisko v Radošovciach-Vieske. Archeologické výskumy a nálezy na Slovensku v roku 1987, 42-43."
"Ref0627","Drahošová, V. 2005: Neolitické a eneolitické osídlenie Záhoria. In I. Cheben, I. Kuzma (eds.): Otázky neolitu a eneolitu našich krajín – 2004. Nitra, 13-20."
"Ref0628","Dufek, J. 2019: Pražská plošina, země neolitických sídlišť. Archeologie ve středních Čechách 23/1, 113-156."
"Ref0629","Dufek, J. 2019: Pražská plošina, země neolitických sídlišť. Archeologie ve středních Čechách23/1, 113-156"
"Ref0630","Dufek, J. 2019: Pražská plošina, země neolitických sídlišť. Archeologie ve středních Čechách23/1, 113-156."
"Ref0631","DUPL_OS_5004"
"Ref0632","DV1056"
"Ref0633","DV8007"
"Ref0634","DV8021"
"Ref0635","DVS-898"
"Ref0636","Eder, J. 1980: Falkenstein. Fundberichte aus Österreich 19, 332."
"Ref0637","Eder, J., Neugebauer-Maresch, C. 1980: Wultendorf. Fundberichte aus Österreich 19, 370-371"
"Ref0638","Eichler, K. 1891: Paměti panství Veverského. Self-published. Brno."
"Ref0639","Elschek, K., Marková, K. 2000: Archeologický výskum a prieskum na Záhorí v záujmovom území podzemných zásobníkov plynu. Archeologické výskumy a nálezy na Slovensku v roku 1998, 53-64."
"Ref0640","Faltýnek, K. 2011: Litovel (k.ú. Nasobůrky, okr. Olomouc). Přehled výzkumů 52-1, 166."
"Ref0641","Faltýnek, K. 2011: Senička (okr. Olomouc). Přehled výzkumů 52-1, 173-174."
"Ref0642","Faltýnek, K. 2011a: Litovel (k.ú. Chořelice, okr. Olomouc). Přehled výzkumů 52-1, 166."
"Ref0643","Faltýnek, K. 2017: Litovel (k.ú. Rozvadovice, k.ú. Unčovice, okr. Olomouc). Přehled výzkumů 58-1, 194-195."
"Ref0644","Faltýnek, Šlezar 2016"
"Ref0645","Farkaš, Z. 1981: Záchranno-zisťovací výskum v Bratislave-Záhorskej Bystrici. Archeologické výskumy a nálezy na Slovensku v roku 1980-1, 62"
"Ref0646","Farkaš, Z. 2013: Záchranný výskum v jaskyni Dzeravá skala pri Plaveckom Mikuláši – výskumná sezóna 2005 (Slovensko). Přehled výzkumů 54-1, 73-81."
"Ref0647","Farkaš, Z., Choma, I., Nemečková, N. 2019: Záchranný výskum v Senici. Archeologické výskumy a nálezy na Slovensku v roku 2014, 52-53"
"Ref0648","Floder, F., Salaš, M. 2002: Blučina (okr. Brno-venkov). Přehled výzkumů 43/2001, 129."
"Ref0649","FÖ 6, 1951–55, 11"
"Ref0650","FÖ 7, 1956–60, 11"
"Ref0651","Fojtík, A., Popelka, M. 2018: Kroměříž (okr. Kroměříž). Přehled výzkumů 59-1, 148."
"Ref0652","Fojtík, A., Popelka, M. 2018: Napajedla (k.ú. Pohořelice u Napajedel, okr. Zlín). Přehled výzkumů 59-1, 148."
"Ref0653","Fojtík, A., Popelka, M. 2019: Otrokovice (k.ú. Kvítkovice, okr. Zlín). Přehled výzkumů 60-1, 181."
