id,chrono,label
M0311,LgK,LgK
M0312,LgK,LgK
M0313,LgK,LgK
M0313,TRB,TRB
M0315,LgK,LgK
M0316,LgK,LgK
M0317,LgK,LgK
M0318,LgK,LgK
M0319,LgK,LgK
M0320,SBK,SBK
M0320,LgK,LgK
M0320,ENE,Proto Ene.
M0320,TRB,TRB
M0321,LgK,LgK
M0322,LgK,LgK
M0323,LgK,LgK
M0324,LgK,LgK
M0325,LgK,LgK
M0326,LgK,LgK
M0326,TRB,TRB
M0327,TRB,TRB
M0328,LgK,LgK
M0329,LgK,LgK
M0330,TRB,TRB
M0331,LgK,LgK
M0332,SBK,SBK
M0332,LgK,LgK
M0333,LgK,LgK
M0333,TRB,TRB
M0334,LgK,LgK
M0334,ENE,Proto Ene.
M0335,LgK,LgK
M0336,TRB,TRB
M0337,LgK,LgK
M0338,LgK,LgK
M0339,TRB,TRB
M0340,SBK,SBK
M0340,LgK,LgK
M0340,ENE,Proto Ene.
M0340,TRB,TRB
M0341,LgK,LgK
M0341,ENE,Proto Ene.
M0341,TRB,TRB
M0342,LgK,LgK
M0343,SBK,SBK
M0343,LgK,LgK
M0343,TRB,TRB
M0344,LgK,LgK
M0344,ENE,Proto Ene.
M0345,LgK,LgK
M0346,LgK,LgK
M0347,LgK,LgK
M0348,LgK,LgK
M0349,LgK,LgK
M0350,LgK,LgK
M0351,LgK,LgK
M0352,LgK,LgK
M0352,ENE,Proto Ene.
M0352,TRB,TRB
M0353,LgK,LgK
M0354,LgK,LgK
M0355,LgK,LgK
M0356,LgK,LgK
M0357,LgK,LgK
M0358,LgK,LgK
M0359,LgK,LgK
M0360,LgK,LgK
M0361,TRB,TRB
M0362,SBK,SBK
M0362,LgK,LgK
M0363,LgK,LgK
M0364,SBK,SBK
M0364,LgK,LgK
M0365,LgK,LgK
M0366,LgK,LgK
M0366,ENE,Proto Ene.
M0367,LgK,LgK
M0368,SBK,SBK
M0369,LgK,LgK
M0370,LgK,LgK
M0371,LgK,LgK
M0372,LgK,LgK
M0373,TRB,TRB
M0374,SBK,SBK
M0374,LgK,LgK
M0375,LgK,LgK
M0376,LgK,LgK
M0377,LgK,LgK
M0378,LgK,LgK
M0379,LgK,LgK
M0380,LgK,LgK
M0381,LgK,LgK
M0382,LgK,LgK
M0382,ENE,Proto Ene.
M0383,LgK,LgK
M0384,LgK,LgK
M0385,SBK,SBK
M0386,LgK,LgK
M0387,LgK,LgK
M0388,LgK,LgK
M0388,ENE,Proto Ene.
M0388,TRB,TRB
M0389,LgK,LgK
M0390,LgK,LgK
M0391,LgK,LgK
M0391,TRB,TRB
M0392,TRB,TRB
M0393,LgK,LgK
M0394,LgK,LgK
M0395,LgK,LgK
M0396,LgK,LgK
M0397,LgK,LgK
M0398,LgK,LgK
M0399,LgK,LgK
M0400,TRB,TRB
M0401,LgK,LgK
M0401,ENE,Proto Ene.
M0401,TRB,TRB
M0402,SBK,SBK
M0403,LgK,LgK
M0404,LgK,LgK
M0405,LgK,LgK
M0406,LgK,LgK
M0407,LgK,LgK
M0408,LgK,LgK
M0409,LgK,LgK
M0410,LgK,LgK
M0411,SBK,SBK
M0412,TRB,TRB
M0413,SBK,SBK
M0413,LgK,LgK
M0414,TRB,TRB
M0415,SBK,SBK
M0416,LgK,LgK
M0417,SBK,SBK
M0417,LgK,LgK
M0418,SBK,SBK
M0418,LgK,LgK
M0419,LgK,LgK
M0420,SBK,SBK
M0421,LgK,LgK
M0421,ENE,Proto Ene.
M0421,TRB,TRB
M0422,SBK,SBK
M0422,LgK,LgK
M0423,TRB,TRB
M0424,TRB,TRB
M0425,LgK,LgK
M0425,ENE,Proto Ene.
M0426,LgK,LgK
M0427,LgK,LgK
M0428,LgK,LgK
M0429,LgK,LgK
M0430,TRB,TRB
M0431,LgK,LgK
M0432,LgK,LgK
M0433,LgK,LgK
M0434,LgK,LgK
M0435,LgK,LgK
M0436,LgK,LgK
M0437,LgK,LgK
M0438,LgK,LgK
M0438,TRB,TRB
M0439,LgK,LgK
M0440,LgK,LgK
M0441,LgK,LgK
M0442,LgK,LgK
M0442,ENE,Proto Ene.
M0443,TRB,TRB
M0444,LgK,LgK
M0445,LgK,LgK
M0445,ENE,Proto Ene.
M0446,LgK,LgK
M0446,ENE,Proto Ene.
M0447,LgK,LgK
M0447,ENE,Proto Ene.
M0448,LgK,LgK
M0449,LgK,LgK
M0450,LgK,LgK
M0451,LgK,LgK
M0452,LgK,LgK
M0453,LgK,LgK
M0454,LgK,LgK
M0455,LgK,LgK
M0456,LgK,LgK
M0457,LgK,LgK
M0458,LgK,LgK
M0459,LgK,LgK
M0460,LgK,LgK
M0461,LgK,LgK
M0462,LgK,LgK
M0463,LgK,LgK
M0463,TRB,TRB
M0464,LgK,LgK
M0465,LgK,LgK
M0466,SBK,SBK
M0468,LgK,LgK
M0469,LgK,LgK
M0470,TRB,TRB
M0471,LgK,LgK
M0472,LgK,LgK
M0473,LgK,LgK
M0474,LgK,LgK
M0475,LgK,LgK
M0476,LgK,LgK
M0477,LgK,LgK
M0478,LgK,LgK
M0479,LgK,LgK
M0479,TRB,TRB
M0480,LgK,LgK
M0481,SBK,SBK
M0481,LgK,LgK
M0482,LgK,LgK
M0483,LgK,LgK
M0484,LgK,LgK
M0485,LgK,LgK
M0486,LgK,LgK
M0487,LgK,LgK
M0488,LgK,LgK
M0489,LgK,LgK
M0490,LgK,LgK
M0491,LgK,LgK
M0492,TRB,TRB
M0493,TRB,TRB
M0494,LgK,LgK
M0495,LgK,LgK
M0496,LgK,LgK
M0497,LgK,LgK
M0498,LgK,LgK
M0499,SBK,SBK
M0500,LgK,LgK
M0500,TRB,TRB
M0501,LgK,LgK
M0502,SBK,SBK
M0502,LgK,LgK
M0503,LgK,LgK
M0504,LgK,LgK
M0505,LgK,LgK
M0506,LgK,LgK
M0507,LgK,LgK
M0508,LgK,LgK
M0509,LgK,LgK
M0509,TRB,TRB
M0510,LgK,LgK
M0511,LgK,LgK
M0512,LgK,LgK
M0512,ENE,Proto Ene.
M0513,LgK,LgK
M0514,LgK,LgK
M0515,LgK,LgK
M0515,TRB,TRB
M0516,LgK,LgK
M0517,LgK,LgK
M0518,LgK,LgK
M0519,LgK,LgK
M0520,LgK,LgK
M0521,LgK,LgK
M0522,TRB,TRB
M0523,LgK,LgK
M0523,TRB,TRB
M0524,LgK,LgK
M0525,LgK,LgK
M0526,LgK,LgK
M0526,ENE,Proto Ene.
M0527,LgK,LgK
M0527,ENE,Proto Ene.
M0528,LgK,LgK
M0529,LgK,LgK
M0530,LgK,LgK
M0531,LgK,LgK
M0532,LgK,LgK
M0532,TRB,TRB
M0533,LgK,LgK
M0534,LgK,LgK
M0536,LgK,LgK
M0537,LgK,LgK
M0538,LgK,LgK
M0539,LgK,LgK
M0540,LgK,LgK
M0541,LgK,LgK
M0542,LgK,LgK
M0543,LgK,LgK
M0543,ENE,Proto Ene.
M0543,TRB,TRB
M0544,LgK,LgK
M0545,LgK,LgK
M0546,LgK,LgK
M0547,LgK,LgK
M0547,ENE,Proto Ene.
M0548,TRB,TRB
M0549,LgK,LgK
M0549,ENE,Proto Ene.
M0550,LgK,LgK
M0550,ENE,Proto Ene.
M0551,LgK,LgK
M0552,LgK,LgK
M0552,ENE,Proto Ene.
M0553,LgK,LgK
M0554,LgK,LgK
M0554,ENE,Proto Ene.
M0554,TRB,TRB
M0555,LgK,LgK
M0556,LgK,LgK
M0556,ENE,Proto Ene.
M0557,LgK,LgK
M0558,LgK,LgK
M0559,LgK,LgK
M0559,ENE,Proto Ene.
M0560,LgK,LgK
M0560,TRB,TRB
M0561,LgK,LgK
M0562,LgK,LgK
M0563,LgK,LgK
M0564,LgK,LgK
M0565,LgK,LgK
M0565,ENE,Proto Ene.
M0566,LgK,LgK
M0567,LgK,LgK
M0567,ENE,Proto Ene.
M0568,SBK,SBK
M0568,LgK,LgK
M0568,ENE,Proto Ene.
M0569,LgK,LgK
M0570,LgK,LgK
M0571,LgK,LgK
M0572,LgK,LgK
M0572,ENE,Proto Ene.
M0573,LgK,LgK
M0574,LgK,LgK
M0575,LgK,LgK
M0576,LgK,LgK
M0576,TRB,TRB
M0577,LgK,LgK
M0578,LgK,LgK
M0578,TRB,TRB
M0579,LgK,LgK
M0580,SBK,SBK
M0581,SBK,SBK
M0582,LgK,LgK
M0583,LgK,LgK
M0584,LgK,LgK
M0585,LgK,LgK
M0586,LgK,LgK
M0587,LgK,LgK
M0588,LgK,LgK
M0589,LgK,LgK
M0590,LgK,LgK
M0591,LgK,LgK
M0592,LgK,LgK
M0593,LgK,LgK
M0594,TRB,TRB
M0595,LgK,LgK
M0596,LgK,LgK
M0597,SBK,SBK
M0597,LgK,LgK
M0598,LgK,LgK
M0599,LgK,LgK
M0600,LgK,LgK
M0601,LgK,LgK
M0601,ENE,Proto Ene.
M0602,LgK,LgK
M0603,LgK,LgK
M0604,LgK,LgK
M0604,ENE,Proto Ene.
M0605,LgK,LgK
M0606,LgK,LgK
M0607,SBK,SBK
M0607,LgK,LgK
M0607,ENE,Proto Ene.
M0609,LgK,LgK
M0609,ENE,Proto Ene.
M0610,LgK,LgK
M0611,TRB,TRB
M0612,TRB,TRB
M0613,SBK,SBK
M0614,SBK,SBK
M0614,LgK,LgK
M0615,LgK,LgK
M0616,LgK,LgK
M0616,TRB,TRB
M0617,TRB,TRB
M0618,LgK,LgK
M0619,LgK,LgK
M0620,LgK,LgK
M0621,TRB,TRB
M0622,LgK,LgK
M0622,ENE,Proto Ene.
M0623,LgK,LgK
M0624,LgK,LgK
M0625,LgK,LgK
M0626,LgK,LgK
M0627,TRB,TRB
M0628,LgK,LgK
M0629,LgK,LgK
M0629,ENE,Proto Ene.
M0629,TRB,TRB
M0630,LgK,LgK
M0631,LgK,LgK
M0632,LgK,LgK
M0633,LgK,LgK
M0634,LgK,LgK
M0635,LgK,LgK
M0636,LgK,LgK
M0637,LgK,LgK
M0638,LgK,LgK
M0639,LgK,LgK
M0640,SBK,SBK
M0640,LgK,LgK
M0641,SBK,SBK
M0641,LgK,LgK
M0642,LgK,LgK
M0643,LgK,LgK
M0644,LgK,LgK
M0645,LgK,LgK
M0646,LgK,LgK
M0647,LgK,LgK
M0648,LgK,LgK
M0649,LgK,LgK
M0649,ENE,Proto Ene.
M0649,TRB,TRB
M0650,LgK,LgK
M0651,LgK,LgK
M0652,SBK,SBK
M0652,LgK,LgK
M0652,ENE,Proto Ene.
M0652,TRB,TRB
M0653,SBK,SBK
M0653,LgK,LgK
M0654,LgK,LgK
M0655,LgK,LgK
M0656,LgK,LgK
M0656,ENE,Proto Ene.
M0657,LgK,LgK
M0658,SBK,SBK
M0658,LgK,LgK
M0659,LgK,LgK
M0660,LgK,LgK
M0661,LgK,LgK
M0661,TRB,TRB
M0662,SBK,SBK
M0663,LgK,LgK
M0664,SBK,SBK
M0664,LgK,LgK
M0664,TRB,TRB
M0665,LgK,LgK
M0666,LgK,LgK
M0667,LgK,LgK
M0668,LgK,LgK
M0669,LgK,LgK
M0672,LgK,LgK
M0673,LgK,LgK
M0674,LgK,LgK
M0675,LgK,LgK
M0676,SBK,SBK
M0676,LgK,LgK
M0676,ENE,Proto Ene.
M0676,TRB,TRB
M0677,LgK,LgK
M0678,TRB,TRB
M0679,LgK,LgK
M0679,ENE,Proto Ene.
M0680,LgK,LgK
M0681,TRB,TRB
M0682,LgK,LgK
M0682,ENE,Proto Ene.
M0683,LgK,LgK
M0684,LgK,LgK
M0685,LgK,LgK
M0686,LgK,LgK
M0687,TRB,TRB
M0688,LgK,LgK
M0689,LgK,LgK
M0690,LgK,LgK
M0691,LgK,LgK
M0692,LgK,LgK
M0693,LgK,LgK
M0694,LgK,LgK
M0695,LgK,LgK
M0696,LgK,LgK
M0696,TRB,TRB
M0697,LgK,LgK
M0698,SBK,SBK
M0699,LgK,LgK
M0700,LgK,LgK
M0700,ENE,Proto Ene.
M0700,TRB,TRB
M0701,SBK,SBK
M0701,LgK,LgK
M0701,ENE,Proto Ene.
M0702,LgK,LgK
M0702,ENE,Proto Ene.
M0702,TRB,TRB
M0703,TRB,TRB
M0704,LgK,LgK
M0705,LgK,LgK
M0706,LgK,LgK
M0707,LgK,LgK
M0708,LgK,LgK
M0709,LgK,LgK
M0709,ENE,Proto Ene.
M0710,LgK,LgK
M0711,LgK,LgK
M0712,LgK,LgK
M0712,ENE,Proto Ene.
M0713,LgK,LgK
M0714,LgK,LgK
M0715,LgK,LgK
M0717,LgK,LgK
M0718,LgK,LgK
M0719,LgK,LgK
M0720,LgK,LgK
M0721,LgK,LgK
M0721,TRB,TRB
M0722,LgK,LgK
M0723,TRB,TRB
M0724,LgK,LgK
M0725,LgK,LgK
M0726,TRB,TRB
M0727,LgK,LgK
M0728,LgK,LgK
M0729,LgK,LgK
M0730,LgK,LgK
M0731,LgK,LgK
M0732,LgK,LgK
M0733,LgK,LgK
M0734,LgK,LgK
M0735,LgK,LgK
M0736,SBK,SBK
M0736,LgK,LgK
M0737,SBK,SBK
M0738,SBK,SBK
M0738,LgK,LgK
M0738,TRB,TRB
M0739,LgK,LgK
M0740,TRB,TRB
M0741,LgK,LgK
M0742,TRB,TRB
M0743,TRB,TRB
M0744,LgK,LgK
M0745,LgK,LgK
M0746,LgK,LgK
M0748,LgK,LgK
M0749,LgK,LgK
M0750,TRB,TRB
M0751,LgK,LgK
M0751,ENE,Proto Ene.
M0752,LgK,LgK
M0753,LgK,LgK
M0754,LgK,LgK
M0755,LgK,LgK
M0756,LgK,LgK
M0757,LgK,LgK
M0758,LgK,LgK
M0758,ENE,Proto Ene.
M0759,LgK,LgK
M0760,LgK,LgK
M0761,LgK,LgK
M0762,TRB,TRB
M0763,LgK,LgK
M0764,TRB,TRB
M0765,LgK,LgK
M0766,LgK,LgK
M0767,LgK,LgK
M0768,LgK,LgK
M0769,LgK,LgK
M0770,LgK,LgK
M0771,LgK,LgK
M0772,LgK,LgK
M0773,LgK,LgK
M0774,LgK,LgK
M0775,LgK,LgK
M0775,TRB,TRB
M0776,LgK,LgK
M0777,LgK,LgK
M0778,LgK,LgK
M0779,LgK,LgK
M0780,LgK,LgK
M0780,ENE,Proto Ene.
M0781,LgK,LgK
M0782,LgK,LgK
M0783,LgK,LgK
M0784,LgK,LgK
M0785,LgK,LgK
M0786,LgK,LgK
M0787,SBK,SBK
M0787,LgK,LgK
M0788,LgK,LgK
M0789,SBK,SBK
M0789,LgK,LgK
M0789,ENE,Proto Ene.
M0790,SBK,SBK
M0790,LgK,LgK
M0790,ENE,Proto Ene.
M0790,TRB,TRB
M0791,LgK,LgK
M0792,LgK,LgK
M0792,ENE,Proto Ene.
M0793,LgK,LgK
M0794,LgK,LgK
M0794,TRB,TRB
M0795,LgK,LgK
M0795,TRB,TRB
M0796,LgK,LgK
M0797,LgK,LgK
M0797,TRB,TRB
M0798,LgK,LgK
M0798,ENE,Proto Ene.
M0798,TRB,TRB
M0799,LgK,LgK
M0799,ENE,Proto Ene.
M0800,LgK,LgK
M0801,LgK,LgK
M0802,TRB,TRB
M0803,LgK,LgK
M0804,LgK,LgK
M0805,SBK,SBK
M0806,LgK,LgK
M0807,SBK,SBK
M0807,LgK,LgK
M0808,LgK,LgK
M0809,LgK,LgK
M0810,LgK,LgK
M0811,LgK,LgK
M0812,TRB,TRB
M0813,LgK,LgK
M0814,LgK,LgK
M0814,ENE,Proto Ene.
M0815,SBK,SBK
M0816,LgK,LgK
M0817,LgK,LgK
M0818,LgK,LgK
M0820,LgK,LgK
M0824,LgK,LgK
M0825,LgK,LgK
M0826,LgK,LgK
M0827,LgK,LgK
M0828,LgK,LgK
M0830,LgK,LgK
M0830,ENE,Proto Ene.
M0830,TRB,TRB
M0831,LgK,LgK
M0831,TRB,TRB
M0832,TRB,TRB
M0833,LgK,LgK
M0833,TRB,TRB
M0834,LgK,LgK
M0835,LgK,LgK
M0836,LgK,LgK
M0836,TRB,TRB
M0837,LgK,LgK
M0838,LgK,LgK
M0839,TRB,TRB
M0840,LgK,LgK
M0841,LgK,LgK
M0842,LgK,LgK
M0843,LgK,LgK
M0844,LgK,LgK
M0845,LgK,LgK
M0846,SBK,SBK
M0847,SBK,SBK
M0847,LgK,LgK
M0848,LgK,LgK
M0849,LgK,LgK
M0849,TRB,TRB
M0850,LgK,LgK
M0851,SBK,SBK
M0852,LgK,LgK
M0853,LgK,LgK
M0854,LgK,LgK
M0855,LgK,LgK
M0856,LgK,LgK
M0857,LgK,LgK
M0858,TRB,TRB
M0859,LgK,LgK
M0860,LgK,LgK
M0861,LgK,LgK
M0862,LgK,LgK
M0863,LgK,LgK
M0864,SBK,SBK
M0864,LgK,LgK
M0865,LgK,LgK
M0866,LgK,LgK
M0866,ENE,Proto Ene.
M0866,TRB,TRB
M0867,TRB,TRB
M0868,LgK,LgK
M0868,ENE,Proto Ene.
M0869,LgK,LgK
M0869,TRB,TRB
M0870,LgK,LgK
M0871,LgK,LgK
M0871,TRB,TRB
M0872,LgK,LgK
M0873,LgK,LgK
M0874,LgK,LgK
M0874,TRB,TRB
M0875,LgK,LgK
M0876,LgK,LgK
M0877,LgK,LgK
M0878,LgK,LgK
M0879,LgK,LgK
M0881,LgK,LgK
M0882,LgK,LgK
M0883,TRB,TRB
M0884,LgK,LgK
M0885,LgK,LgK
M0886,TRB,TRB
M0887,LgK,LgK
M0888,LgK,LgK
M0889,LgK,LgK
M0890,LgK,LgK
M0890,TRB,TRB
M0891,SBK,SBK
M0891,LgK,LgK
M0891,TRB,TRB
M0892,LgK,LgK
M0892,TRB,TRB
M0893,LgK,LgK
M0894,LgK,LgK
M0894,ENE,Proto Ene.
M0895,LgK,LgK
M0896,SBK,SBK
M0896,LgK,LgK
M0896,TRB,TRB
M0897,LgK,LgK
M0898,LgK,LgK
M0900,LgK,LgK
M0901,LgK,LgK
M0901,TRB,TRB
M0902,LgK,LgK
M0903,LgK,LgK
M0904,LgK,LgK
M0904,ENE,Proto Ene.
M0904,TRB,TRB
M0905,SBK,SBK
M0905,LgK,LgK
M0906,LgK,LgK
M0906,TRB,TRB
M0907,TRB,TRB
M0908,LgK,LgK
M0909,LgK,LgK
M0909,TRB,TRB
M0910,TRB,TRB
M0911,LgK,LgK
M0912,LgK,LgK
M0913,LgK,LgK
M0914,LgK,LgK
M0915,LgK,LgK
M0916,LgK,LgK
M0916,TRB,TRB
M0917,LgK,LgK
M0917,ENE,Proto Ene.
M0918,LgK,LgK
M0919,LgK,LgK
M0920,LgK,LgK
M0921,LgK,LgK
M0922,LgK,LgK
M0923,LgK,LgK
M0924,LgK,LgK
M0925,SBK,SBK
M0925,LgK,LgK
M0926,LgK,LgK
M0927,LgK,LgK
M0928,LgK,LgK
M0929,LgK,LgK
M0930,LgK,LgK
M0931,LgK,LgK
M0932,LgK,LgK
M0933,LgK,LgK
M0934,SBK,SBK
M0934,LgK,LgK
M0935,LgK,LgK
M0936,LgK,LgK
M0937,LgK,LgK
M0938,LgK,LgK
M0939,LgK,LgK
M0939,ENE,Proto Ene.
M0940,LgK,LgK
M0941,LgK,LgK
M0941,TRB,TRB
M0942,LgK,LgK
M0943,LgK,LgK
M0944,SBK,SBK
M0944,LgK,LgK
M0945,LgK,LgK
M0946,LgK,LgK
M0947,LgK,LgK
M0948,LgK,LgK
M0949,LgK,LgK
M0950,LgK,LgK
M0951,LgK,LgK
M0952,LgK,LgK
M0953,LgK,LgK
M0954,LgK,LgK
M0955,LgK,LgK
M0956,LgK,LgK
M0956,ENE,Proto Ene.
M0957,LgK,LgK
M0958,LgK,LgK
M0959,LgK,LgK
M0960,LgK,LgK
M0961,LgK,LgK
M0962,LgK,LgK
M0963,LgK,LgK
M0964,TRB,TRB
M0965,LgK,LgK
M0965,TRB,TRB
M0966,LgK,LgK
M0969,LgK,LgK
M0970,LgK,LgK
M0970,TRB,TRB
M0971,LgK,LgK
M0971,TRB,TRB
M0972,LgK,LgK
M0973,TRB,TRB
M0974,TRB,TRB
M0975,LgK,LgK
M0975,ENE,Proto Ene.
M0975,TRB,TRB
M0976,LgK,LgK
M0977,LgK,LgK
M0978,LgK,LgK
M0978,ENE,Proto Ene.
M0978,TRB,TRB
M0979,LgK,LgK
M0980,LgK,LgK
M0981,LgK,LgK
M0982,LgK,LgK
M0983,LgK,LgK
M0984,LgK,LgK
M0985,LgK,LgK
M0986,LgK,LgK
M0987,LgK,LgK
M0988,LgK,LgK
M0989,LgK,LgK
M0990,LgK,LgK
M0991,SBK,SBK
M0991,LgK,LgK
M0992,LgK,LgK
M0993,SBK,SBK
M0993,LgK,LgK
M0994,SBK,SBK
M0995,LgK,LgK
M0996,LgK,LgK
M0997,LgK,LgK
M0998,LgK,LgK
M0999,LgK,LgK
M1000,SBK,SBK
M1000,LgK,LgK
M1000,ENE,Proto Ene.
M1001,LgK,LgK
M1001,TRB,TRB
M1002,LgK,LgK
M1003,LgK,LgK
M1004,LgK,LgK
M1005,LgK,LgK
M1006,TRB,TRB
M1007,LgK,LgK
M1008,LgK,LgK
M1008,TRB,TRB
M1009,LgK,LgK
M1010,LgK,LgK
M1011,SBK,SBK
M1011,LgK,LgK
M1012,LgK,LgK
M1012,TRB,TRB
M1013,LgK,LgK
M1014,SBK,SBK
M1014,LgK,LgK
M1014,TRB,TRB
M1015,LgK,LgK
M1016,LgK,LgK
M1017,LgK,LgK
M1017,ENE,Proto Ene.
M1018,LgK,LgK
M1019,LgK,LgK
M1020,LgK,LgK
M1021,LgK,LgK
M1022,LgK,LgK
M1023,TRB,TRB
M1024,LgK,LgK
M1024,ENE,Proto Ene.
M1025,LgK,LgK
M1026,LgK,LgK
M1026,TRB,TRB
M1027,TRB,TRB
M1028,SBK,SBK
M1029,SBK,SBK
M1029,LgK,LgK
M1030,TRB,TRB
M1031,LgK,LgK
M1032,LgK,LgK
M1033,LgK,LgK
M1033,ENE,Proto Ene.
M1033,TRB,TRB
M1034,LgK,LgK
M1035,LgK,LgK
M1036,SBK,SBK
M1037,LgK,LgK
M1038,TRB,TRB
M1039,SBK,SBK
M1039,LgK,LgK
M1039,ENE,Proto Ene.
M1040,TRB,TRB
M1041,LgK,LgK
M1041,TRB,TRB
M1042,TRB,TRB
M1043,TRB,TRB
M1044,LgK,LgK
M1044,ENE,Proto Ene.
M1045,LgK,LgK
M1046,LgK,LgK
M1047,LgK,LgK
M1048,LgK,LgK
M1049,LgK,LgK
M1050,LgK,LgK
M1051,LgK,LgK
M1052,LgK,LgK
M1053,LgK,LgK
M1054,LgK,LgK
M1055,LgK,LgK
M1056,LgK,LgK
M1057,SBK,SBK
M1057,LgK,LgK
M1057,ENE,Proto Ene.
M1058,LgK,LgK
M1059,LgK,LgK
M1060,LgK,LgK
M1061,LgK,LgK
M1062,LgK,LgK
M1063,LgK,LgK
M1064,LgK,LgK
M1064,ENE,Proto Ene.
M1065,LgK,LgK
M1066,LgK,LgK
M1067,LgK,LgK
M1067,ENE,Proto Ene.
M1068,LgK,LgK
M1069,SBK,SBK
M1069,LgK,LgK
M1069,ENE,Proto Ene.
M1070,TRB,TRB
M1071,SBK,SBK
M1071,LgK,LgK
M1072,LgK,LgK
M1073,LgK,LgK
M1074,LgK,LgK
M1075,LgK,LgK
M1077,LgK,LgK
M1078,LgK,LgK
M1079,LgK,LgK
M1080,TRB,TRB
M1081,LgK,LgK
M1081,TRB,TRB
M1082,TRB,TRB
M1083,TRB,TRB
M1084,LgK,LgK
M1084,ENE,Proto Ene.
M1085,LgK,LgK
M1085,ENE,Proto Ene.
M1086,LgK,LgK
M1086,TRB,TRB
M1087,SBK,SBK
M1088,LgK,LgK
M1089,LgK,LgK
M1090,SBK,SBK
M1090,LgK,LgK
M1091,LgK,LgK
M1092,LgK,LgK
M1093,SBK,SBK
M1094,LgK,LgK
M1096,LgK,LgK
M1096,ENE,Proto Ene.
M1097,LgK,LgK
M1098,LgK,LgK
M1099,LgK,LgK
M1100,LgK,LgK
M1101,TRB,TRB
M1102,LgK,LgK
M1103,TRB,TRB
M1104,LgK,LgK
M1104,TRB,TRB
M1105,LgK,LgK
M1106,LgK,LgK
M1107,TRB,TRB
M1108,TRB,TRB
M1109,LgK,LgK
M1110,LgK,LgK
M1111,LgK,LgK
M1112,LgK,LgK
M1113,LgK,LgK
M1114,LgK,LgK
M1115,LgK,LgK
M1116,TRB,TRB
M1117,LgK,LgK
M1118,LgK,LgK
M1119,LgK,LgK
M1120,LgK,LgK
M1121,LgK,LgK
M1122,LgK,LgK
M1123,LgK,LgK
M1124,TRB,TRB
M1125,LgK,LgK
M1126,LgK,LgK
M1127,LgK,LgK
M1128,LgK,LgK
M1129,LgK,LgK
M1130,LgK,LgK
M1131,LgK,LgK
M1132,LgK,LgK
M1133,LgK,LgK
M1135,LgK,LgK
M1136,LgK,LgK
M1136,ENE,Proto Ene.
M1137,TRB,TRB
M1138,LgK,LgK
M1139,LgK,LgK
M1140,LgK,LgK
M1141,LgK,LgK
M1141,ENE,Proto Ene.
M1142,LgK,LgK
M1143,LgK,LgK
M1144,LgK,LgK
M1145,LgK,LgK
M1146,TRB,TRB
M1147,LgK,LgK
M1148,LgK,LgK
M1149,TRB,TRB
M1150,LgK,LgK
M1151,LgK,LgK
M1152,LgK,LgK
M1153,LgK,LgK
M1153,ENE,Proto Ene.
M1153,TRB,TRB
M1154,TRB,TRB
M1155,LgK,LgK
M1156,LgK,LgK
M1157,LgK,LgK
M1158,SBK,SBK
M1159,LgK,LgK
M1160,LgK,LgK
M1161,LgK,LgK
M1162,LgK,LgK
M1162,ENE,Proto Ene.
M1162,TRB,TRB
M1163,LgK,LgK
M1164,LgK,LgK
M1165,LgK,LgK
M1166,LgK,LgK
M1168,LgK,LgK
M1168,ENE,Proto Ene.
M1169,SBK,SBK
M1169,LgK,LgK
M1170,SBK,SBK
M1171,LgK,LgK
M1172,LgK,LgK
M1173,SBK,SBK
M1173,LgK,LgK
M1174,LgK,LgK
M1175,LgK,LgK
M1176,SBK,SBK
M1176,LgK,LgK
M1177,LgK,LgK
M1178,TRB,TRB
M1179,LgK,LgK
M1180,LgK,LgK
M1181,LgK,LgK
M1181,TRB,TRB
M1182,LgK,LgK
M1183,LgK,LgK
M1183,ENE,Proto Ene.
M1183,TRB,TRB
M1184,LgK,LgK
M1185,LgK,LgK
M1186,LgK,LgK
M1187,LgK,LgK
M1187,ENE,Proto Ene.
M1187,TRB,TRB
M1188,LgK,LgK
M1189,LgK,LgK
M1189,ENE,Proto Ene.
M1190,LgK,LgK
M1191,LgK,LgK
M1193,LgK,LgK
M1194,LgK,LgK
M1194,ENE,Proto Ene.
M1195,LgK,LgK
M1196,LgK,LgK
M1197,LgK,LgK
M1198,TRB,TRB
M1199,TRB,TRB
M1200,TRB,TRB
M1201,LgK,LgK
M1202,TRB,TRB
M1203,LgK,LgK
M1203,TRB,TRB
M1204,LgK,LgK
M1205,LgK,LgK
M1206,LgK,LgK
M1207,LgK,LgK
M1208,SBK,SBK
M1208,LgK,LgK
M1209,LgK,LgK
M1210,LgK,LgK
M1211,LgK,LgK
M1212,LgK,LgK
M1213,LgK,LgK
M1214,LgK,LgK
M1215,LgK,LgK
M1216,LgK,LgK
M1217,SBK,SBK
M1218,LgK,LgK
M1219,LgK,LgK
M1220,LgK,LgK
M1221,LgK,LgK
M1222,LgK,LgK
M1222,TRB,TRB
M1223,LgK,LgK
M1224,LgK,LgK
M1225,LgK,LgK
M1226,TRB,TRB
M1227,TRB,TRB
M1228,TRB,TRB
M1229,TRB,TRB
M1230,LgK,LgK
M1231,LgK,LgK
M1232,LgK,LgK
M1233,LgK,LgK
M1234,SBK,SBK
M1234,LgK,LgK
M1234,ENE,Proto Ene.
M1234,TRB,TRB
M1235,LgK,LgK
M1236,LgK,LgK
M1237,TRB,TRB
M1238,LgK,LgK
