id,reference
M1048,"Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/Bartik_DP_final.pdf"
M1128,"Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/Bartik_DP_final.pdf"
M1129,"Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/Bartik_DP_final.pdf"
M1364,"Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/Bartik_DP_final.pdf"
M1496,"Bartík, J. 2014: Sídelní a socioekonomické aspekty lengyelské kultury v prostoru nejzápadnější Moravy. Manuscript of MA Thesis, Masaryk University, Brno. On-line: https://is.muni.cz/th/wqmcg/Bartik_DP_final.pdf"
M0998,"Bartík, J. 2019: Sídliště lengyelské kultury v poloze Ostrožská Nová Ves – Koruny. Slovácko LX, 75-94."
M0506,"Bartík, J., Běhounková, L. 2013: Dosavadní výsledky a perspektivy povrchových prospekcí Smilova kopce u Kojatic (okr. Třebíč). In: Archeologické prospekce a nedestruktivní archeologie v Jihočeském kraji, kraji Vysočina, Jihomoravském kraji a v Dolním Rakousku. Sborník z konference, Jindřichův Hradec 6. 3. – 7. 3. 2013. Jindřichův Hradec, 17-26."
M0119,"Bartík, J., Běhounková, L., Kuča, M. 2014: Sídliště staršího stupně kultury s moravskou malovanou keramikou Březník – „Střední hon“. Přehled výzkumů 55-1, 25-46."
M0998,"Bartík, J., Chrástek, T. 2017: Ostrožská Nová Ves (okr. Uherské Hradiště). Přehled výzkumů 58-1, 165-166"
M1424,"Bartík, J., Chrástek, T. 2017: Vážany (k.ú. Vážany u Uherského Hradiště, okr. Uherské Hradiště). Přehled výzkumů 58-1, 177-178."
M1182,"Bartík, J., Fojtík, A., Popelka, M. 2018: Sídliště lengyelské kultury Šelešovice – „Pod rozdíly“. Acta Musealia Muzea jihovýchodní Moravy ve Zlíně a Muzea regionu Valašsko XVI, 8-31."
M0841,"Bartík, J., Hoch, A. 2015: Moravské Budějovice (okr. Třebíč). Přehled výzkumů 56-1, 152."
M0810,"Bartík, J., Škrdla, P., Novák, J. 2019: Mohelno-Plevovce v kontextu lokálního lengyelského osídlení a přírodního prostředí. Přehled výzkumů 60-1, 43-76."
B0259,"Bath-Bílková, B. 1969: Sídliště kultury s vypíchanou keramikou ve Kšelích, okr. Kolín. Archeologické rozhledy XXI, 673-678."
M0032,"Bauer, K., Ruttkay, E. 1974: Ein Hundeopfer der Lengyel-Kultur von Bernhardsthal, NÖ. Annalen des Naturhistorisches Museums Wien 78, 13-23."
M0950,"Bauer, R., Maurer, H. 1976: Oberthürnau. Fundberichte aus Österreich 15, 165-166."
M0951,"Bauer, R., Maurer, H. 1978: Oberthürnau. Fundberichte aus Österreich 17, 239-241."
M1539,"Bauer, R., Maurer, H. 1978b: Zissersdorf. Fundberichte aus Österreich 17, 251, 252."
M0949,"Bauer, R., Maurer, H. 1982: KG Oberthürnau. Fundberichte aus Österreich 21, 227."
M1402,"Bauer, R., Ruttkay, E. 1975: Unterthürnau. Fundberichte aus Österreich 14, 65-66."
M1509,"Bauer, R., Ruttkay, E. 1975: Wolfsbach. Fundberichte aus Österreich 14, 68-70."
M1510,"Bauer, R., Ruttkay, E. 1975: Wolfsbach. Fundberichte aus Österreich 14, 68-70."
M1009,"Baumgart, S. 2014: KG Palterndorf. Fundberichte aus Österreich 53, 218-219."
M1145,"Baumgart, S. 2014: KG Reinthal, MG Bernhardsthal. Fundberichte aus Österreich 53, 228."
M0125,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Brno: Okresní Muzeum Brno-venkov."
M0637,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M0714,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M0845,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M0920,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M0990,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M0991,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M1334,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M1375,"Belcredi, L., Čižmář, M., Koštuřík, P., Oliva, M., Salaš, M. 1989: Archeologické lokality a nálezy okresu Brno-venkov. Okresní Muzeum Brno-venkov. Brno."
M1078,"Beninger, E. 1933: Poysdorf. Fundberichte aus Oesterreich 1, 178."
M0606,"Berkovec, T. 2002: Kuřim 1998-2002. Excavation report 239/02. Ústav archeologické památkové péče Brno."
M1431,"Berkovec, T. 2002: Velatice. Excavation report č.j. 295/02. Institute of Archaeology of the CAS Brno."
M0912,"Berkovec, T. 2003: Nemojany (okr. Vyškov). Přehled výzkumů 44, 209-210."
M0560,"Berkovec, T., Peška, J. 2005: Kroměříž (okr. Kroměříž). Přehled výzkumů 46, 233."
M0392,"Berkovec, T., Peška, J. 2006: Hulín (okr. Kroměříž). Přehled výzkumů 47, 127-128."
B0282,"Bernat, J., Chytráček, V. Čtverák, V., Vávra, M. 1999: Časný eneolit v okolí hradiště nad Závistí. Archeologie ve středních Čechách 3, 27-35."
M0596,"Bíško, R. 2018: Kuřim (okr. Brno-venkov). Přehled výzkumů 59-1, 128-129."
M0677,"Bíško, R., Tencer, T. 2017: Brno (k.ú. Líšeň, okr. Brno-město). Přehled výzkumů 28-1, 149."
B0098,"Bláha, R., Hejhal, P., Květina, P. 1999: Objekt vypíchané kultury a problematika získávání surovin štípané industrie, Zpravodaj Muzea v Hradci Králové 25, 77-81"
M1211,"Böhm, A. 1978: Siebenhirten. Fundberichte aus Österreich 17, 242."
M1294,"Böhm, J., Snětina, K. 1934-1935: Neolitické sídliště na »Vejštici« u Vážan. Památky archeologické IXC. 13-20."
M0308,"Böhmker, R. 1930: Grub.  Fundberichte aus Oesterreich 1, 7."
M1051,"Brachtl, Z. 1993: Terrainunterschungen der neolitischen Siedlung im Kataster von Police (Bez. Šumperk). Přehled výzkumů 1990, 71"
B0076,"Brožková, A. 2017: Sídliště kultury s vypíchanou keramikou v Černožicích (okr. Hradec Králové) v kontextu mladoneolitického osídlení labského pravobřeží. Manuscript of BA thesis. Univerzity of Pardubice. Pardubice. On-line: https://dk.upce.cz/bitstream/handle/10195/69144/Brozkova_Aneta.pdf?sequence=1&isAllowed=y"
B0388,"Burgert P. 2008: Stanice kultury s vypíchanou keramikou v Pardubicích „V úzkém“, Východočeský sborník historický 15, 3-37."
B0296,"Burgert, P. 2012: K vnitřní chronologii sídliště kultury s vypíchanou keramikou v Libišanech (okr. Pardubice). Archeologie východních Čech 4, 5-54"
B0489,"Burgert, P. 2013: Sídelní areál kultury s vypíchanou keramikou ve Starých Jesenčanech, okr. Pardubice. Archeologie východních Čech 5, 5-45."
B0405,"Burgert, P. 2016: Součkova cihelna v Plotištích nad Labem – zapomenutý pramen poznání kultury s vypíchanou keramikou ve východních Čechách. PRAEHISTORICA XXXIII/1-2, 97-115."
B0407,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia"
B0016,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0117,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0143,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0144,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0145,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0148,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0149,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0200,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0201,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0202,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0203,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0298,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0307,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0313,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0327,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0398,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0399,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0400,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0401,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0402,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0403,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0404,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0406,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0427,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0428,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0430,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0431,"Burgert, P. 2019: Neolit ve východních Čechách. Případová studie jeho mladšího vývoje. Praha: Academia."
B0182,"Burgert, P., Beneš, Z., Kapustka, K. 2019: Zpracování bavorských deskovitých rohovců v neolitu na příkladu dílny ze sídliště kultury s vypíchanou keramikou v Chotýši u Českého Brodu. Památky archeologické CIX, 37-74."
B0296,"Burgert, P., Lanta, M. 2018: Výjimečný nález pravěkého obsidiánu v Libišanech u Pardubic. Archeologie ve středních Čechách, 825-840."
B0407,"Burgert, P., Vokolek, V., Řídký, J. 2016: Prostorová analýza a datace dvou ohrazení v sídelním areálu z mladšího neolitu v Plotištích nad Labem, okr. Hradec Králové. Archeologie ve středních Čechách 20/2, 925-933."
M0728,"Carneiro, Â. 2006: Die lengyelzeitliche Besiedlung von Mannersdorf an der March, Niederösterreich. Fundberichte aus Österreich 45, 99-161."
M1525,"CEANS - Centrálna evidencia archeologických nálezísk na Slovensku, on-line: http://geoportal.gov.sk/sk/map"
M0942,"Čerevková, A., Kuča, M., Petřík, J., Uhlířová, H. 2011: Neolitické sídliště v trati Rybníčky v Malhostovicích, místní část Nuzířov (okr. Brno-venkov). Acta musei moraviae, Scientiae sociales VIC, 37-60."
M0735,"Červinka, I. L. 1896: Archaeologické zprávy z okolí Uh. Hradiště. Časopis vlasteneckého muzejního spolku Olomouckého XIII, 10-15, 75, 77."
M0501,"Červinka, I. L. 1902: Morava za pravěku. Musejní spolek. Brno."
M1140,"Červinka, I. L. 1902: Morava za pravěku. Musejní spolek. Brno."
M1095,"Červinka, I. L. 1905: Zpráva o archeologických výzkumech za rok 1904. Časopis Moravského muzea V, 179-197."
M1308,"Červinka, I. L. 1933: Kyjovsko a Ždánsko v pravěku. Vlastivedný sborník Kyjovska a Ždánicka. Kyjov."
M1433,"Červinka, I.L. 1895: Archæologické zprávy z okolí Uherského Hradiště. Časopis vlasteneckého muzejního spolku Olomouckého XII, 146-149"
M0488,"Chleborád, M. 1914: Archeologické nálezy okresu bučovického v letech 1912 a 1913. Časopis Moravského muzea XIV, 272-282."
M0739,"Chleborád, M. 1947: Medlánky. Excavation report č.j. 1063/47. Institute of Archaeology of the CAS Brno."
M0513,"Chleborád, M. 1958: Excavation report č.j. 2329/37. Institute of Archaeology of the CAS Brno."
M0656,"Chleborád, M. 1960: Letošov, o. Vyškov. Excavation report č.j. 1753/69. Institute of Archaeology of the CAS Brno."
B0408,"Chlup. T., Burgert, P. 2018: Povrchová prospekce polohy Kobylnice na katastru Velimi a Klipce u Kolína. Archeologie ve středních Čechách 22/2, 841-849."
M0635,"Cibulka, D. 2019: Sídelní komponenty starší doby bronzové na katastrech obcí Lechovice a Práče. Magisterská diplomová práce. ÚAM FF MU."
M0608,Čižmář 2004
M0696,Čižmář 2004
M1487,"Čižmář, I. 2011: Holešov(k.ú. Všetuly, okr. Kroměříž). Přehled výzkumů 52-1, 161."
M0711,"Čižmář, I. 2011: Zlín, (k.ú. Malenovice u Zlína, okr. Zlín). Přehled výzkumů 52-1, 175."
M0035,"Čižmář, I. 2014: Berměrov (okr. Kroměříž). Přehled výzkumů 55-1, 157."
M0432,"Čižmář, I. 2014: Jarohněvice (okr. Kroměříž). Přehled výzkumů 55-1, 161."
M1111,"Čižmář, I. 2015: Přísnotice (okr. Brno-venkov). Přehled výzkumů 56-1, 160."
M1353,"Čižmář, I. 2019: Trboušany (okr. Brno-venkov). Přehled výzkumů 60-1, 187."
M1512,"Čižmář, I. 2020: Brno (k.ú. Zábrdovice, okr. Brno-město). Přehled výzkumů 61-1, 145."
M1285,"Čižmář, I. 2020: Střelice (k.ú. Střelice u Brna, okr. Brno-venkov). Přehled výzkumů 61-1, 153-154."
M1584,"Čižmář, I., Hajnalová, M., Martínek, J., Parma, D., Popelka, M., Urban, E. 202?: Nová pravěká ohrazení na Vyškovsku. Výsledky využití digitálních výškopisných modelů a terénní prospekce v roce 2020. Pravěk NŘ 28,"
M1585,"Čižmář, I., Hajnalová, M., Martínek, J., Parma, D., Popelka, M., Urban, E. 202?: Nová pravěká ohrazení na Vyškovsku. Výsledky využití digitálních výškopisných modelů a terénní prospekce v roce 2020. Pravěk NŘ 28,"
M0769,"Čižmář, M. 1993: Archeologické lokality na katastru obce Milovice (okres Břeclav). Jižní Morava 29, 149-157."
M0774,"Čižmář, M. 1993: Archeologické lokality na katastru obce Milovice (okres Břeclav). Jižní Morava 29, 149-157."
M0038,"Čižmář, M. 2004: Encyklopedie hradišť na Moravě a ve Slezsku. Brno: Libri."
M1137,"Čižmář, M. 2004: Encyklopedie hradišť na Moravě a ve Slezsku. Libri. Brno"
M1146,"Čižmář, M. 2004: Encyklopedie hradišť na Moravě a ve Slezsku. Libri. Brno"
M0716,"Čižmář, M. 2004: Encyklopedie hradišť na Moravě a ve Slezsku. Libri. Brno."
M0771,"Čižmář, M., Geisler, M., Himmelová, Z., Rakovský, I. 1982: Rettungsgrabungen der prähistorischen Abteilung im Raume des Baues des mitteleren und unteren Steusees des Wasserwerkes Nové Mlýny im Jahre 1980 (bez. Břeclav). Přehled výzkumů 1980, 59-60."
M1434,"Čižmář, M., Geisler, M., Himmelová, Z., Rakovský, I. 1988: Velešovice. Excavation report č.j. 666/88. Institute of Archaeology of the CAS Brno."
M1435,"Čižmář, M., Geisler, M., Himmelová, Z., Rakovský, I. 1988: Velešovice. Excavation report č.j. 666/88. Institute of Archaeology of the CAS Brno."
M0353,"Čižmář, M., Geisler, M., Rakovský, I. 1984: Holubice IV. Excavation report č.j. 1513/84. Institute of Archaeology of the CAS Brno."
M1373,"Čižmář, M., Geislerová, K., Rakovský, I. 1983: Tvarožná III. Excavation report č.j. 193/83. Institute of Archaeology of the CAS Brno."
M0580,"Čižmář, Oliva 2001"
M0600,"Čižmář, Z. 1996: Kuřim - „Pod Toskou“. Excavation report 1/96. Ústav archeologické památkové péče Brno."
M1412,"Čižmář, Z. 1999: Určice (okr. Prostějov). Přehled výzkumů 40 (1997-1998), 201-202"
M1405,"Čižmář, Z. 2000: Určice (okr. Prostějov). Přehled výzkumů 41 (1999), 104-105"
M1411,"Čižmář, Z. 2000: Určice (okr. Prostějov). Přehled výzkumů 41 (1999), 104-105"
M1033,"Čižmář, Z. 2001: Podmolí (okr. Znojmo). Přehled výzkumů 42/2000, 155"
M1458,"Čižmář, Z. 2002: Vevčice (okr. Znojmo). Přehled výzkumů 43/2001, 188."
M1544,"Čižmář, Z. 2002: Znojmo (okr. Znojmo). Přehled výzkumů 43/2001, 175-176."
M0159,"Čižmář, Z. 2002a: Černín (okr. Znojmo). Přehled výzkumů 43/2001, 179."
M0344,"Čižmář, Z. 2003: Hodonice 2003. Excavation report 59/03, Ústav archeologické památkové péče Brno, v.v.i."
M1542,"Čižmář, Z. 2004: Nová pravěká sídliště z katastru Znojma-Hradiště (příspěvek k poznání pravěkého osídlení severovýchodního okraje Národního parku Podyjí). Thayensia, 91-111."
M1543,"Čižmář, Z. 2004: Nová pravěká sídliště z katastru Znojma-Hradiště (příspěvek k poznání pravěkého osídlení severovýchodního okraje Národního parku Podyjí). Thayensia, 91-111."
M1369,"Čižmář, Z. 2004: Tulešice (okr. Znojmo). Přehled výzkumů 46, 228."
M0776,"Čižmář, Z. 2005: Miroslav 2004. Excavation report 38/05. Ústav archeologické památkové péče Brno."
M1147,"Čižmář, Z. 2005: Rešice 2004. Excavation report 27/05. Ústav archeologické památkové péče Brno."
M1451,"Čižmář, Z. 2005: Vémyslice (okr. Znojmo). Přehled výzkumů 46, 228-229."
M0332,"Čižmář, Z. 2008: Hluboké Mašůvky-Nivky (okr. Znojmo). In Čižmář, Z. (ed.): Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 112-125."
M0738,"Čižmář, Z. 2008: Mašovice - „Pšeničné“ (okr. Znojmo). In Čižmář, Z. (ed.): Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 126-143."
M1411,"Čižmář, Z. Oliva, M. 2001: K ekonomii surovin štípané industrie lidu s vypíchanou keramikou na Moravě. In: Otázky neolitu a eneolitu našich zemí. Sborník referátů z 18. pracovního setkání badatelů pro výzkum neolitu a eneolitu Čech, Moravy a Slovenska. Mostkovice 14. - 17. září 1999. Pravěk Supplementum 8, 97-130."
M1412,"Čižmář, Z. Oliva, M. 2001: K ekonomii surovin štípané industrie lidu s vypíchanou keramikou na Moravě. In: Otázky neolitu a eneolitu našich zemí. Sborník referátů z 18. pracovního setkání badatelů pro výzkum neolitu a eneolitu Čech, Moravy a Slovenska. Mostkovice 14. - 17. září 1999. Pravěk Supplementum 8, 97-130."
M1547,"Čižmář, Z., Hájek, Z. 2008: Znojmo-Novosady (ul. Jarošova). In Čižmář, Z. (ed.): Život a smrt v mladší době kamenné. Ústav archeologické památkové péče Brno, v.v.i., Brno – Znojmo, 12-23."
M0100,"Čižmářová, J. 1979: Brněnské Ivanovice. Excavation report, č.j. 217/79. Institute of Archaeology of the CAS Brno."
M0137,"Čižmářová, J., Rakovský, I. 1988: Sídliště lidu s moravskou malovanou keramikou v Brně-Bystrci. Archeologické rozhledy XL, 481-508."
M0992,Collections of Moravian Museum
M1307,Collections of Moravian Museum
M0410,"Collections of Moravian Museum, unpublished"
M0655,"Collections of Moravian Museum, unpublished"
M0657,"Collections of Moravian Museum, unpublished"
M0188,"Collections of Regional Museum in Mikulov, unpublished"
M0395,"Collections of Regional Museum in Mikulov, unpublished"
M0491,"Collections of Regional Museum in Mikulov, unpublished"
M1221,Collections of the Masaryk Museum in Hodonín and Moravian Museum.
M1554,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469"
M0019,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0031,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0300,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0321,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0322,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0323,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0476,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0478,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0732,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0733,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M0952,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1077,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1139,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1152,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1212,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1213,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1553,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
M1555,"Coolen, J. 2017: 3.8.3. Fundstellenindices. In E. Lenneis (Hrsg.) Erste Bauerndörfer – älteste Kultbauten. Die frühe und mittlere Jungsteinzeit in Niederösterreich., Wien: Österreichische Akademie der Wissenschaften, 424-469."
B0417,"Čtverák, V. 1997: Poříčany, okr. Nymburk. Struktura pravěkého až raně středověkého osídlení. Archeologie ve středních Čechách 1, 7-33."
B0418,"Čtverák, V. 1997: Poříčany, okr. Nymburk. Struktura pravěkého až raně středověkého osídlení. Archeologie ve středních Čechách 1, 7-33."
B0419,"Čtverák, V. 1997: Poříčany, okr. Nymburk. Struktura pravěkého až raně středověkého osídlení. Archeologie ve středních Čechách 1, 7-33."
B0521,"Čtverák, V., Rulf. J. 1989: Nálezy horizontu jordanovské kultury z Třebestovic, okr. Nymburk. Památky archeologické LXXX, 5-29"
M0392,"Daňhel, M. 2010: Hulín (k.ú. Hulín, Pravčice, okr. Kroměříž). Přehled výzkumů 51, 312-313."
M1085,"Daňhel, M. 2010: Pravčice (okr. Kroměříž). Přehled výzkumů 50, 257, 274-275."
M1097,"Daňhel, M. 2012: Prusinovice (okr. Kroměříž). Přehled výzkumů 53-1, 152-153."
M1272,"Daňhel, M. 2014: Archeologické lokality a nálezy z katastru Úsova. Střední Morava 37, 49–69."
M1414,"Daňhel, M. 2014: Archeologické lokality a nálezy z katastru Úsova. Střední Morava 37, 49–69."
M0140,"Daňhel, M. 2014: Cetechovice (okr. Kroměříž). Přehled výzkumů 55-1, 159."
M0190,"Daňhel, M. 2014: Zdounky (k.ú. Divoky, okr. Kroměříž). Přehled výzkumů 55-1, 176."
M0511,"Daňhel, M. 2015: Holešov (k.ú. Količín, okr. Kroměříž). Přehled výzkumů 56-1, 166."
M1394,"Daňhel, M., Kalábek, M. 2012: Uničov (okr. Olomouc). Přehled výzkumů 54-1, 157."
B0375,"Davidová, T., Fleková, K. 2014: Příspěvek k poznání neolitického osídlení. Praehistorica XXXII/1, 17-67."
M0976,"Dehnerová, H. 2010: Olomouc (k.ú. Olomouc-město, okr. Olomouc). Přehled výzkumů 50, 271."
M1071,"Dehnerová, H. 2015: Olomouc (k.ú. Povel, okr. Olomouc). Přehled výzkumů 57-1, 168-170."
M1071,"Dehnerová, H., Večeřa, P. 2011: Olomouc (k.ú. Povel, okr. Olomouc). Přehled výzkumů 52-1, 169"
